1000000	1000000	1119.3938
1000000	2000000	675.4952
1000000	3000000	146.9631
1000000	4000000	97.8953
1000000	5000000	69.7826
1000000	6000000	96.6350
1000000	7000000	64.3051
1000000	8000000	61.9505
1000000	9000000	50.6326
1000000	10000000	65.6741
1000000	11000000	60.1188
1000000	12000000	63.6259
1000000	13000000	54.5436
1000000	14000000	54.9913
1000000	15000000	43.0537
1000000	16000000	45.4066
1000000	17000000	46.9783
1000000	18000000	48.6386
1000000	19000000	39.2594
1000000	20000000	40.4605
1000000	21000000	27.6679
1000000	22000000	31.1171
1000000	23000000	31.2862
1000000	24000000	35.1049
1000000	25000000	31.1458
1000000	26000000	38.9113
1000000	27000000	26.4535
1000000	28000000	29.0773
1000000	29000000	27.5613
1000000	30000000	26.0798
1000000	31000000	26.0574
1000000	32000000	29.7436
1000000	33000000	26.8987
1000000	34000000	33.4313
1000000	35000000	19.9734
1000000	36000000	23.6617
1000000	37000000	11.3722
1000000	38000000	17.6998
1000000	39000000	16.0629
1000000	40000000	20.3876
1000000	41000000	22.0220
1000000	42000000	18.6729
1000000	43000000	21.8933
1000000	44000000	20.4486
1000000	45000000	10.9192
1000000	46000000	20.6252
1000000	47000000	15.2341
1000000	48000000	22.0740
1000000	49000000	15.5365
1000000	50000000	12.1208
1000000	51000000	15.1764
1000000	52000000	12.9251
1000000	53000000	11.5198
1000000	54000000	14.2491
1000000	55000000	11.9706
1000000	56000000	11.9166
1000000	57000000	18.3804
1000000	58000000	15.6800
1000000	59000000	14.5591
1000000	60000000	14.2604
1000000	61000000	18.1024
1000000	62000000	15.8215
1000000	63000000	13.2198
1000000	64000000	13.5695
1000000	65000000	13.1200
1000000	66000000	11.5499
1000000	67000000	14.9158
1000000	68000000	12.5199
1000000	69000000	13.4559
1000000	70000000	19.8053
1000000	71000000	17.5461
1000000	72000000	12.6419
1000000	73000000	18.4482
1000000	74000000	13.3208
2000000	1000000	675.4952
2000000	2000000	3439.1027
2000000	3000000	899.1848
2000000	4000000	228.4783
2000000	5000000	147.5897
2000000	6000000	168.1083
2000000	7000000	134.8883
2000000	8000000	150.8231
2000000	9000000	101.0401
2000000	10000000	122.5297
2000000	11000000	140.5066
2000000	12000000	114.7799
2000000	13000000	100.1101
2000000	14000000	150.2051
2000000	15000000	116.5827
2000000	16000000	105.1623
2000000	17000000	118.9552
2000000	18000000	104.5345
2000000	19000000	112.4244
2000000	20000000	77.5986
2000000	21000000	72.1800
2000000	22000000	66.7779
2000000	23000000	79.7977
2000000	24000000	90.5782
2000000	25000000	86.1522
2000000	26000000	91.5010
2000000	27000000	68.5201
2000000	28000000	61.0941
2000000	29000000	69.0099
2000000	30000000	66.8976
2000000	31000000	53.0484
2000000	32000000	68.5830
2000000	33000000	53.3245
2000000	34000000	57.8562
2000000	35000000	53.3181
2000000	36000000	47.6509
2000000	37000000	31.6966
2000000	38000000	40.8006
2000000	39000000	39.7948
2000000	40000000	38.1687
2000000	41000000	44.9200
2000000	42000000	46.5921
2000000	43000000	47.8473
2000000	44000000	41.6970
2000000	45000000	37.7259
2000000	46000000	41.9639
2000000	47000000	39.9196
2000000	48000000	40.0461
2000000	49000000	40.2788
2000000	50000000	35.9743
2000000	51000000	37.2590
2000000	52000000	30.1245
2000000	53000000	30.5874
2000000	54000000	33.1211
2000000	55000000	32.2301
2000000	56000000	38.2539
2000000	57000000	34.6639
2000000	58000000	29.1997
2000000	59000000	33.1055
2000000	60000000	32.9751
2000000	61000000	38.1138
2000000	62000000	28.5148
2000000	63000000	27.3397
2000000	64000000	31.9977
2000000	65000000	40.5744
2000000	66000000	26.1623
2000000	67000000	27.4157
2000000	68000000	26.2023
2000000	69000000	28.6779
2000000	70000000	35.4167
2000000	71000000	33.7597
2000000	72000000	25.0368
2000000	73000000	28.1176
2000000	74000000	35.8756
3000000	1000000	146.9631
3000000	2000000	899.1848
3000000	3000000	2671.3698
3000000	4000000	657.9647
3000000	5000000	230.7689
3000000	6000000	212.1004
3000000	7000000	154.8773
3000000	8000000	162.6731
3000000	9000000	105.9623
3000000	10000000	109.3634
3000000	11000000	140.3829
3000000	12000000	105.9930
3000000	13000000	111.3845
3000000	14000000	125.5334
3000000	15000000	94.6160
3000000	16000000	100.4242
3000000	17000000	108.0615
3000000	18000000	100.9758
3000000	19000000	94.1672
3000000	20000000	95.0158
3000000	21000000	80.4533
3000000	22000000	73.8022
3000000	23000000	79.3460
3000000	24000000	87.1108
3000000	25000000	69.9055
3000000	26000000	66.3183
3000000	27000000	69.3862
3000000	28000000	64.9227
3000000	29000000	69.4891
3000000	30000000	55.7044
3000000	31000000	59.7319
3000000	32000000	58.9736
3000000	33000000	62.2082
3000000	34000000	72.7330
3000000	35000000	51.0156
3000000	36000000	44.2261
3000000	37000000	35.9534
3000000	38000000	34.6156
3000000	39000000	46.6088
3000000	40000000	45.7634
3000000	41000000	40.6057
3000000	42000000	46.2862
3000000	43000000	41.1150
3000000	44000000	37.0485
3000000	45000000	32.2256
3000000	46000000	38.7855
3000000	47000000	32.6996
3000000	48000000	40.3583
3000000	49000000	39.1532
3000000	50000000	32.9729
3000000	51000000	34.5939
3000000	52000000	31.4844
3000000	53000000	31.8869
3000000	54000000	33.0372
3000000	55000000	26.8153
3000000	56000000	33.6872
3000000	57000000	33.0324
3000000	58000000	36.2867
3000000	59000000	37.6453
3000000	60000000	26.2886
3000000	61000000	31.2590
3000000	62000000	32.3133
3000000	63000000	27.4227
3000000	64000000	29.1210
3000000	65000000	36.2490
3000000	66000000	24.7691
3000000	67000000	26.4461
3000000	68000000	26.2741
